NAME_CANDIDATE,CON_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACCESS,CON_TYPE_ACCESS,CON_FIELD_ACCESS,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELEMENTS,CON_PACKAGE,LOC_CANDIDATE,NUM_LOCAL,NUM_LITERAL,NUM_INVOCATION,NUM_IF,NUM_CONDITIONAL,NUM_SWITCH,NUM_VAR_ACCESS,NUM_TYPE_ACCESS,NUM_FIELD_ACCESS,NUM_ASSIGN,NUM_TYPED_ELE,NUM_PACKAGE,LOC_RATIO,VAR_ACCESS_COUPLING,VAR_ACCESS_COUPLING_2,VAR_ACCESS_COHESION,VAR_ACCESS_COHESION_2,FIELD_ACCESS_COUPLING,FIELD_ACCESS_COUPLING_2,FIELD_ACCESS_COHESION,FIELD_ACCESS_COHESION_2,INVOCATION_COUPLING,INVOCATION_COHESION,TYPE_ACCESS_COUPLING,TYPE_ACCESS_COUPLING_2,TYPE_ACCESS_COHESION,TYPE_ACCESS_COHESION_2,TYPED_ELEMENTS_COUPLING,TYPED_ELEMENTS_COHESION,PACKAGE_COUPLING,PACKAGE_COUPLING_2,PACKAGE_COHESION,PACKAGE_COHESION_2
toString,61,18,1,44,6,0,1,92,28,22,0,10,234,266,9,2,1,14,0,0,0,12,3,4,0,40,69,0.128571428571429,1,0,0.833333333333333,0,1,0,0.166666666666667,0,1,0.166666666666667,1,0.25,0.166666666666667,0.333333333333333,1,0.833333333333333,0.285714285714286,0.195402298850575,0.166666666666667,0.333333333333333
calculateMinShouldMatch,12,3,0,4,3,0,0,10,2,1,0,0,26,32,26,7,1,13,3,4,0,42,7,3,6,112,114,0.68421052631579,1,1,0.6,0.6,1,0,0.2,0,1,0.2,1,0,0.2,0,1,0.6,1,0.862068965517241,0.2,1
retrieveTerms,4,1,0,5,1,0,0,6,6,3,0,1,22,43,4,1,0,2,0,0,0,4,2,0,0,12,49,0.5,1,1,0.666666666666667,0.333333333333333,0,0,0,0,1,0.333333333333333,0.4,0,0.666666666666667,0,1,0.666666666666667,0.633333333333333,0.6,1,1
retrieveTerms,8,5,0,5,0,0,0,13,3,3,0,1,35,66,4,1,0,2,0,0,0,4,2,0,0,12,49,0.333333333333333,1,1,0.666666666666667,0.333333333333333,0,0,0,0,1,0.333333333333333,0.5,0,0.666666666666667,0,1,0.666666666666667,0.542857142857143,0.444444444444444,1,1
isStackAvailable,15,2,0,4,5,0,0,14,12,8,0,0,39,34,7,2,1,1,1,0,0,5,3,0,0,19,19,0.318181818181818,1,1,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0.25,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.666666666666667,0.666666666666667
loadFromStream,8,2,0,3,2,0,0,8,4,1,0,1,24,41,9,2,1,4,0,0,0,7,5,1,0,27,68,0.529411764705882,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.666666666666667,0
toString,20,4,1,29,1,0,0,21,8,3,0,0,78,128,12,3,1,18,1,0,0,9,5,1,0,48,74,0.375,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0.5,0.333333333333333,0.666666666666667,1,0.333333333333333,0.5,0.429906542056075,0.666666666666667,1
delimitedListToStringArray,33,9,1,12,6,0,0,44,12,10,0,4,114,133,24,4,1,16,4,0,0,32,4,0,2,81,173,0.421052631578947,1,0,0.6,0,0,0,0,0,1,0.2,0.285714285714286,0,0.4,0,1,0.6,0.576923076923077,0.521739130434783,0.6,0.8
replace,33,9,1,12,6,0,0,44,12,10,0,4,114,133,16,4,1,11,1,0,0,25,2,0,2,55,121,0.326530612244898,1,0,0.5,0,0,0,0,0,1,0.125,0.181818181818182,0,0.125,0,1,0.5,0.457142857142857,0,0.625,0
reset,3,2,0,3,0,0,0,6,2,1,1,0,17,9,10,3,1,5,1,0,0,12,1,2,1,26,9,0.769230769230769,1,0.5,0.666666666666667,0.666666666666667,1,0,0.666666666666667,0,1,0.333333333333333,0.5,0,0.333333333333333,0,1,0.666666666666667,0.6,0,1,0
add,21,2,0,8,3,0,0,8,8,1,0,1,33,45,4,0,0,4,0,0,0,1,4,1,0,11,14,0.16,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,0.5,0.285714285714286,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0.24,0.333333333333333,0.666666666666667
set,3,2,0,3,0,0,0,6,2,1,1,0,18,9,14,3,1,7,2,0,0,20,2,6,1,44,19,0.823529411764706,1,1,0.333333333333333,0.666666666666667,1,0,0.666666666666667,0,1,0.333333333333333,0.666666666666667,0,0.333333333333333,0,1,0.333333333333333,0.826086956521739,0,1,0
upgradeFiles,33,5,1,30,5,0,0,47,20,8,1,0,140,292,34,8,1,30,4,0,0,46,20,8,0,125,321,0.507462686567164,1,1,0.333333333333333,0.666666666666667,1,0.5,0.333333333333333,0.666666666666667,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.846153846153846,0.333333333333333,1
needsUpgrading,33,5,1,30,5,0,0,47,20,8,1,0,140,292,14,3,1,3,3,0,0,8,3,2,0,26,26,0.297872340425532,1,1,0.333333333333333,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,1,0.333333333333333,0.5,0.32,0.333333333333333,0.666666666666667
getShardFileInfo,34,10,1,8,5,0,0,57,10,18,1,5,115,145,8,4,1,3,0,0,0,16,2,1,1,36,52,0.190476190476191,1,0.75,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0,1,0.333333333333333,0.4,0,0.333333333333333,0,1,0.333333333333333,0.571428571428571,0,0.333333333333333,0
get,10,0,0,9,3,0,0,11,12,10,0,2,37,61,8,1,1,2,1,0,0,9,1,1,1,18,46,0.444444444444444,1,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,0.1,0,0.333333333333333,0,1,0.666666666666667,0.666666666666667,0,0.333333333333333,0
writeMap,4,0,0,2,1,0,0,2,3,0,0,0,10,33,12,2,1,8,1,0,0,8,5,3,0,30,53,0.75,1,0,1,0,1,0,1,0,1,0.333333333333333,0.714285714285714,0,1,0,1,1,0.741935483870968,0,1,0
sortedMasterNodes,12,4,0,7,2,0,0,11,4,1,0,0,34,76,13,3,1,8,2,0,0,10,3,1,0,27,73,0.52,1,1,0.8,0.2,1,0,0.2,0,1,0.2,1,0.5,0.2,0.2,1,0.8,1,0.625,0.2,1
startNewThreadIfNotRunning,7,2,1,21,0,0,0,13,8,5,1,0,48,86,23,1,1,12,2,0,0,8,9,4,0,46,57,0.766666666666667,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,1,0,1,1,1,1,0.333333333333333,0.333333333333333
stop,7,2,1,21,0,0,0,13,8,5,1,0,48,86,6,1,1,3,1,0,0,4,2,2,0,16,18,0.461538461538462,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.666666666666667,0,1,0.666666666666667,1,0.122448979591837,0.666666666666667,0.666666666666667
indexPaths,8,2,1,8,1,0,0,16,6,4,1,0,35,81,7,2,1,3,0,0,0,13,4,6,1,33,35,0.466666666666667,1,1,0.25,0.5,1,1,0.5,0.25,1,0.25,0.666666666666667,0,0.75,0,1,0.25,0.5625,0,0.75,0
nodePaths,6,3,0,3,0,0,0,12,2,2,1,1,27,31,6,0,1,1,1,0,0,3,4,3,0,19,19,0.5,1,0,0.333333333333333,0,1,0,0.333333333333333,0,0.5,0.333333333333333,0.8,0,1,0,1,0.333333333333333,1,0.555555555555556,0.333333333333333,1
acquireFSLockForPaths,15,3,1,14,1,0,0,28,10,5,3,0,66,129,17,4,1,5,0,0,0,22,5,4,2,56,70,0.53125,1,1,0.333333333333333,1,1,0,0.666666666666667,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.392156862745098,0.333333333333333,1
availableShardPaths,5,2,1,4,0,0,0,9,4,2,1,0,21,53,8,3,1,3,0,0,0,12,2,2,1,29,31,0.615384615384615,1,1,0.2,0.4,1,0,0.2,0,1,0.2,0.5,0,0.4,0,1,0.2,0.769230769230769,0.515151515151515,0.6,0.8
availableShardPaths,15,3,1,14,1,0,0,28,10,5,3,0,66,129,8,3,1,3,0,0,0,12,2,2,1,29,31,0.347826086956522,1,1,0.2,0.4,1,0,0.2,0,1,0.2,0.285714285714286,0,0.4,0,1,0.2,0.346938775510204,0,0.8,0
findNodesToFetch,44,13,1,32,7,0,0,47,21,13,0,1,148,341,8,2,1,4,1,0,0,6,0,0,0,18,38,0.153846153846154,1,0,0.333333333333333,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,0,0,0,0
findMaxStateId,47,11,1,30,0,0,0,64,32,15,1,1,175,283,17,7,1,10,2,0,0,15,6,2,1,45,69,0.265625,1,1,0.666666666666667,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.2,0.333333333333333,0.333333333333333,1,0.666666666666667,1,0.145833333333333,0.333333333333333,0.333333333333333
getWordList,12,2,1,6,3,0,0,16,5,1,0,0,34,166,17,5,1,8,2,0,0,15,6,1,0,47,111,0.586206896551724,1,0.666666666666667,0.75,0.5,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.75,1,1,0.25,0.5
equals,3,2,1,7,0,0,0,6,7,1,1,0,24,39,12,1,1,3,3,0,0,7,4,2,0,28,36,0.8,1,0,0.4,0,1,0,0.2,0,1,0.2,1,0,0.4,0,1,0.4,0.666666666666667,0,0.8,0
acquireSearcher,20,3,1,16,3,0,0,22,9,3,0,1,61,110,26,4,1,8,2,0,0,19,7,4,1,56,83,0.565217391304348,1,1,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,1,0.333333333333333,0.777777777777778,0,0.666666666666667,0,1,0.333333333333333,1,1,0.333333333333333,0.666666666666667
acquireSearcher,58,10,1,38,3,0,0,62,8,2,1,17,161,261,26,4,1,8,2,0,0,19,7,4,1,56,83,0.30952380952381,1,1,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,1,0.333333333333333,0.583333333333333,0,0.666666666666667,0,1,0.333333333333333,1,1,0.333333333333333,0.666666666666667
loadTranslogIdFromCommit,24,4,1,7,5,0,0,19,4,2,0,1,54,76,14,3,1,10,3,0,0,10,7,0,0,43,92,0.368421052631579,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.666666666666667,0
beforeLoad,42,17,0,33,3,0,0,56,8,7,1,8,149,148,16,2,1,18,3,0,0,30,20,23,1,105,114,0.275862068965517,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.833333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0.8,0.782608695652174,0.333333333333333,0.666666666666667
normalizeFetchSourceContent,118,19,1,104,28,0,0,179,27,20,0,17,460,973,13,1,1,1,3,0,0,8,4,3,0,18,38,0.099236641221374,1,0,0.25,0,1,0,0.5,0,0.5,0.25,1,0,0.75,0,1,0.75,0.5,0.031111111111111,0.25,1
parsePercolatorDocument,3,3,0,3,0,0,0,10,3,2,0,0,20,56,39,7,1,20,8,0,0,37,10,5,4,103,158,0.928571428571429,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0,0.333333333333333,0
parseQueryString,124,23,1,64,33,0,0,152,17,16,0,26,395,571,18,4,1,10,1,0,0,19,1,1,0,41,153,0.126760563380282,1,1,0.166666666666667,0.166666666666667,1,0,0.166666666666667,0,1,0.166666666666667,1,0,0.166666666666667,0,1,0.166666666666667,1,0.32258064516129,0.166666666666667,0.666666666666667
newFilter,21,5,1,9,5,0,0,22,3,2,0,4,59,94,35,8,1,15,7,0,0,38,3,0,6,98,196,0.625,1,1,0.111111111111111,0.111111111111111,0,0,0,0,1,0.111111111111111,1,0,0.111111111111111,0,1,0.111111111111111,1,1,0.111111111111111,0.333333333333333
parseVariable,23,7,1,14,3,0,0,27,8,4,0,6,73,131,15,1,1,5,4,0,0,27,6,0,0,60,219,0.394736842105263,1,0,0.75,0,0,0,0,0,1,0.25,1,0,0.25,0,1,0.75,1,0,0.75,0
parse,27,9,1,14,6,0,0,34,14,4,0,6,101,179,25,7,1,14,3,0,0,27,8,4,6,74,134,0.480769230769231,1,0.6,0.090909090909091,0.090909090909091,1,0.5,0.090909090909091,0.090909090909091,1,0.090909090909091,1,0,0.181818181818182,0,1,0.090909090909091,1,0.555555555555556,0.181818181818182,0.090909090909091
createParentQuery,67,14,1,30,19,1,0,73,6,5,0,12,200,275,57,15,1,38,11,2,0,69,8,3,4,174,474,0.459677419354839,1,0.578947368421053,0.357142857142857,0.5,1,0,0.071428571428572,0,1,0.285714285714286,1,1,0.142857142857143,0.071428571428572,1,0.285714285714286,1,0,0.571428571428571,0
newFilter,27,7,1,13,7,0,0,32,5,4,0,6,81,114,71,14,1,20,15,0,0,67,6,0,12,165,303,0.724489795918367,1,1,0.266666666666667,0.2,0,0,0,0,1,0.133333333333333,1,1,0.133333333333333,0.133333333333333,1,0.266666666666667,1,1,0.133333333333333,0.266666666666667
build,53,9,1,30,16,0,0,64,10,10,0,8,161,248,24,4,1,9,5,1,0,22,6,13,3,66,83,0.311688311688312,1,1,0.75,0.25,1,1,0.25,0.5,1,0.25,1,0,0.5,0,1,0.75,1,0.875,0.25,0.25
conbineGrouped,20,4,1,11,1,1,1,29,7,11,0,2,63,238,20,4,1,5,3,0,0,14,3,2,0,37,82,0.5,1,0,1,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,1,0.206896551724138,0,1,0
buildGroupedQueries,20,4,1,11,1,1,1,29,7,11,0,2,63,238,10,4,1,5,1,0,0,12,1,0,0,26,108,0.333333333333333,1,0.5,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,0.59375,0,1,0
parse,7,1,0,3,2,0,0,11,3,0,0,0,24,83,22,4,1,11,1,1,1,29,7,11,2,70,238,0.758620689655172,1,1,0.8,0.6,1,1,0.6,0.2,1,0.2,1,0,1,0,1,1,0.894736842105263,0,1,0
loadSnapshot,8,3,0,12,0,0,0,15,1,0,0,0,33,56,8,2,1,3,0,0,0,7,5,3,1,25,37,0.5,1,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0
buildBlobStoreIndexShardSnapshots,21,7,1,13,1,0,0,21,11,8,0,1,61,133,33,8,1,18,4,0,0,34,11,10,1,93,158,0.611111111111111,1,0.5,0.333333333333333,0.333333333333333,1,0,0.166666666666667,0,1,0.333333333333333,1,0.875,0.166666666666667,0.5,1,0.333333333333333,1,0.818181818181818,0.333333333333333,0.333333333333333
finalize,21,7,1,13,1,0,0,21,11,8,0,1,61,133,38,7,1,17,4,0,0,41,20,16,0,115,225,0.644067796610169,1,0.666666666666667,0.5,0.75,1,1,0.25,0.25,1,0.5,1,0.857142857142857,0.25,0.75,1,0.5,1,1,0.25,0.25
close,8,0,0,2,1,0,0,10,12,10,1,3,36,44,4,0,1,1,0,0,0,3,4,3,2,15,15,0.333333333333333,0.5,0.4,0.333333333333333,0.666666666666667,0.5,0.4,0.333333333333333,0.666666666666667,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0
newFSDirectory,3,2,0,4,0,0,0,4,6,1,0,0,19,33,16,2,1,9,5,0,0,21,11,2,0,57,124,0.842105263157895,1,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,1,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.966666666666667,0.666666666666667,1
failIfCorrupted,10,0,0,7,0,0,0,7,6,4,0,0,22,47,24,7,1,19,3,0,0,27,10,5,0,72,139,0.705882352941176,1,1,0.25,0.25,1,0,0.25,0,1,0.25,1,1,0.25,0.25,1,0.25,1,0.89041095890411,0.25,0.5
parseDocument,23,7,0,29,4,0,0,26,6,2,0,0,82,155,11,3,1,13,2,0,0,15,3,2,0,41,102,0.323529411764706,1,1,0.5,0.333333333333333,1,0.5,0.166666666666667,0.166666666666667,1,0.166666666666667,1,0.4,0.166666666666667,0.333333333333333,1,0.5,1,1,0.166666666666667,0.166666666666667
generateTermVectors,20,5,0,20,4,0,0,24,6,2,0,0,66,184,10,5,0,8,0,0,0,11,2,0,0,28,75,0.333333333333333,1,1,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0.2,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0,1,0
generateTermVectors,23,7,0,29,4,0,0,26,6,2,0,0,82,155,10,5,0,8,0,0,0,11,2,0,0,28,75,0.303030303030303,1,1,0.333333333333333,0.666666666666667,0,0,0,0,1,0.333333333333333,1,0.2,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0,1,0
writeTo,4,1,0,7,0,0,0,8,0,0,0,0,16,44,21,0,1,15,2,0,0,26,12,12,0,72,119,0.84,1,0.777777777777778,0.1,1,1,0,0.1,0,1,0.2,1,0,1,0,1,1,1,0,0.4,0
parseIdFromFileName,12,4,1,4,1,0,0,15,6,3,0,1,38,73,11,2,1,6,1,0,0,7,2,1,0,26,41,0.478260869565217,1,1,0.5,0.25,1,0,0.25,0,1,0.25,1,0.5,0.25,0.25,1,0.5,1,0.8,0.5,0.75
checksummedStream,5,2,0,3,0,0,0,12,12,9,0,2,32,49,12,1,0,6,1,0,0,14,2,0,2,29,70,0.705882352941176,1,0.75,0.857142857142857,0.285714285714286,0,0,0,0,1,0.142857142857143,1,0,0.142857142857143,0,1,0.857142857142857,1,0,0.142857142857143,0
loadDictionarySettings,43,8,1,18,6,0,0,48,14,13,0,2,127,237,10,1,1,12,2,0,0,10,4,0,1,30,68,0.188679245283019,1,1,0.6,0.6,0,0,0,0,1,0.4,1,0.5,0.4,0.4,1,0.6,0.227272727272727,0,1,0
getOrCreateStats,11,2,0,5,1,0,0,21,5,6,1,5,45,75,8,2,1,3,1,0,0,10,3,3,1,25,51,0.421052631578947,1,1,0.5,0.5,1,1,0.5,0.25,1,0.25,0.6,0,0.75,0,1,0.5,1,0,0.75,0
getOrCreateStats,3,1,0,3,0,0,0,6,3,1,1,1,16,33,8,2,1,3,1,0,0,10,3,3,1,25,51,0.727272727272727,1,1,0.5,0.5,1,1,0.5,0.25,1,0.25,1,0,0.75,0,1,0.5,1,0,0.75,0
canCache,18,6,0,23,3,0,0,32,6,7,1,0,72,174,28,1,1,16,9,0,0,14,6,4,0,58,77,0.608695652173913,1,1,0.222222222222222,0.111111111111111,1,0,0.111111111111111,0,1,0.111111111111111,1,0,0.111111111111111,0,1,0.777777777777778,1,1,0.333333333333333,0.111111111111111
reap,5,0,1,4,1,0,0,6,2,3,0,0,18,30,30,5,1,23,4,0,0,39,14,22,2,108,186,0.857142857142857,1,1,0.285714285714286,0.571428571428571,1,0,0.571428571428571,0,1,0.285714285714286,1,0,0.857142857142857,0,1,0.857142857142857,0.932432432432432,0,1,0
buildIndexSettings,5,1,1,4,1,0,0,10,3,2,0,0,24,67,5,1,0,5,0,0,0,5,1,1,0,12,21,0.5,1,0,0.75,0,1,0,0.25,0,1,0.25,1,0,0.25,0,1,0.75,1,0.444444444444444,1,0.75
updateShardStatuses,13,4,1,8,1,0,0,9,6,1,0,0,34,69,51,6,1,33,9,0,0,64,11,24,8,156,202,0.796875,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333
purgeDeletedAndClosedShards,13,4,1,8,1,0,0,9,6,1,0,0,34,69,26,6,1,13,3,0,0,20,6,5,3,58,86,0.666666666666667,1,1,0.25,0.25,1,0.5,0.25,0.25,1,0.25,1,0.666666666666667,0.25,0.5,1,0.25,1,0.731707317073171,0.25,0.5
getStatus,5,1,0,4,1,0,0,6,1,0,1,0,15,30,6,1,1,2,1,0,0,5,1,1,0,15,23,0.545454545454545,1,1,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,1,0.580645161290323,0.333333333333333,0.666666666666667
add,34,6,1,41,5,0,0,51,9,14,0,3,134,222,9,1,1,6,1,0,0,13,2,2,1,34,92,0.209302325581395,1,0.666666666666667,0.6,0.4,0.666666666666667,0,0.4,0,1,0.2,1,0,0.4,0,1,0.6,1,0,0.8,0
sendSnapshot,10,2,1,15,1,0,0,19,13,14,0,2,56,85,58,8,1,43,6,0,0,67,39,32,6,230,293,0.852941176470588,1,0,0.25,0,1,0,0.166666666666667,0,1,0.25,1,1,0.166666666666667,0.166666666666667,1,0.25,1,0,0.25,0
reusedFileCount,22,1,1,33,1,0,0,45,36,23,0,0,119,301,8,2,1,2,1,0,0,4,1,1,0,12,13,0.266666666666667,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,1,0.666666666666667,0.214285714285714,0.068181818181818,0.333333333333333,0.333333333333333
time,2,0,0,4,0,0,0,5,3,2,0,0,12,24,8,0,1,3,2,0,0,4,7,4,0,25,18,0.8,1,0,0.666666666666667,0,1,0,0.666666666666667,0,1,0.333333333333333,1,0.666666666666667,0.333333333333333,1,1,1,1,0.6,0.333333333333333,1
totalBytes,22,1,1,33,1,0,0,45,36,23,0,0,119,301,6,2,1,2,0,0,0,4,1,1,1,12,13,0.214285714285714,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,1,0.666666666666667,0.214285714285714,0.069230769230769,0.333333333333333,0.333333333333333
recoveredBytes,22,1,1,33,1,0,0,45,36,23,0,0,119,301,6,2,1,2,0,0,0,4,1,1,1,12,13,0.214285714285714,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,1,0.666666666666667,0.214285714285714,0.069230769230769,0.333333333333333,0.333333333333333
recoveredBytesPercent,22,1,1,33,1,0,0,45,36,23,0,0,119,301,17,3,1,5,3,0,0,12,2,2,2,41,26,0.435897435897436,1,0.75,0.6,0.2,0.666666666666667,0,0.4,0,1,0.2,0.166666666666667,0,0.4,0,1,0.6,0.416666666666667,0.133802816901408,0.4,0.4
recoveredFileCount,22,1,1,33,1,0,0,45,36,23,0,0,119,301,8,2,1,2,1,0,0,4,1,1,0,12,13,0.266666666666667,1,0.5,0.666666666666667,0.333333333333333,0.5,0,0.333333333333333,0,1,0.333333333333333,0.090909090909091,0,0.333333333333333,0,1,0.666666666666667,0.214285714285714,0.068181818181818,0.333333333333333,0.333333333333333
recoveredFilesPercent,22,1,1,33,1,0,0,45,36,23,0,0,119,301,20,4,1,4,4,0,0,12,2,2,0,41,23,0.476190476190476,1,0.666666666666667,0.6,0.4,0.666666666666667,0,0.4,0,1,0.2,0.166666666666667,0,0.4,0,1,0.6,0.416666666666667,0.115107913669065,0.4,0.4
total,10,1,0,9,0,0,0,18,7,6,0,0,35,110,16,3,1,2,3,0,0,15,5,8,1,38,53,0.615384615384615,1,1,0.166666666666667,0.5,1,1,0.333333333333333,0.166666666666667,1,0.166666666666667,0.714285714285714,0,0.666666666666667,0,1,0.166666666666667,1,0.506172839506173,0.333333333333333,1
createThreadInfoMap,8,4,0,6,1,0,0,12,6,3,0,0,33,89,7,3,0,5,0,0,0,7,2,1,0,18,30,0.466666666666667,1,1,0.25,0.25,0.5,0,0.25,0,1,0.25,1,0.166666666666667,0.25,0.25,1,0.25,1,0.421052631578947,0.25,1
calculateCycleDeadlockChains,8,4,0,6,1,0,0,12,6,3,0,0,33,89,18,8,0,16,2,0,0,24,5,3,1,62,181,0.692307692307692,1,1,0.2,0.2,1,0.666666666666667,0.2,0.2,1,0.2,1,1,0.2,0.2,1,0.2,0,0,0,0
createDeadlockDescriptions,8,4,0,6,1,0,0,12,6,3,0,0,33,89,9,5,1,3,0,0,0,9,0,0,1,24,54,0.529411764705882,1,0.5,0.25,0.5,0,0,0,0,1,0.25,0,0,0,0,1,0.25,0.435897435897436,0,0.75,0
calculateCycles,8,4,0,6,1,0,0,12,6,3,0,0,33,89,11,4,0,9,1,0,0,14,1,0,1,33,111,0.578947368421053,1,1,0.333333333333333,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0,0.333333333333333,0,1,0.333333333333333,0.606060606060606,0,1,0
readGarbageCollectors,13,3,0,9,1,0,0,21,10,7,0,6,54,94,4,1,0,1,0,0,0,3,0,0,0,6,14,0.235294117647059,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.666666666666667,0.175438596491228,0,1,0
readMem,13,3,0,9,1,0,0,21,10,7,0,6,54,94,4,1,0,1,0,0,0,3,0,0,0,6,14,0.235294117647059,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.666666666666667,0.175438596491228,0,1,0
readThreads,13,3,0,9,1,0,0,21,10,7,0,6,54,94,4,1,0,1,0,0,0,3,0,0,0,6,14,0.235294117647059,1,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.666666666666667,0.175438596491228,0,1,0
replacePromptPlaceholders,70,11,1,70,15,0,0,70,29,2,0,8,238,366,26,7,1,16,2,0,1,24,7,2,0,56,144,0.270833333333333,1,1,0.25,0.5,1,0,0.25,0,1,0.25,0.666666666666667,0.25,0.25,0.25,1,0.25,1,0,0.25,0
parse,149,21,1,84,16,1,1,121,68,22,0,9,456,722,21,6,1,7,4,0,0,28,0,2,3,66,107,0.123529411764706,1,1,0.5,0.25,1,0,0.125,0,1,0.125,0,0,0,0,1,0.5,0.073529411764706,0,0.5,0
parse,40,4,1,19,5,0,0,38,16,7,0,4,122,195,21,6,1,7,4,0,0,28,0,2,3,66,107,0.344262295081967,1,1,0.5,0.25,1,0,0.125,0,1,0.125,0,0,0,0,1,0.5,0.166666666666667,0,0.5,0
createRepositoryHolder,13,3,0,13,3,0,0,19,7,5,0,1,51,109,17,5,1,18,0,0,0,31,5,7,1,74,153,0.566666666666667,1,1,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,1,0.333333333333333,1,0.428571428571429,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.571428571428571,0.666666666666667,0.666666666666667
getTableWithHeader,46,12,1,49,4,4,0,61,1,0,0,3,169,200,13,1,1,10,0,0,0,11,0,0,0,39,67,0.220338983050847,0.34375,0,0.916666666666667,0,0,0,0,0,1,0.083333333333333,0,0,0,0,1,0.083333333333333,0.484848484848485,0.346938775510204,0.666666666666667,1
getTableWithHeader,7,2,0,10,0,0,0,13,5,3,0,0,30,51,8,1,1,5,0,0,0,6,0,0,0,19,32,0.533333333333333,0.5,0,0.857142857142857,0,0,0,0,0,1,0.142857142857143,0,0,0,0,1,0.142857142857143,0.857142857142857,0.513513513513513,0.428571428571429,1
getTableWithHeader,16,2,0,30,0,0,0,32,6,4,0,0,70,145,17,1,1,14,0,0,0,15,0,0,0,55,95,0.515151515151515,0.5,0,0.9375,0,0,0,0,0,1,0.0625,0,0,0,0,1,0.0625,0.96,0.46,0.75,1
